name,rel_date,genres,rating,movie_rated,run_length
The Dark Knight,2008-07-18,Action; Crime; Drama; ,9.0,PG-13,2h 32min
Inception,2010-07-16,Action; Adventure; Sci-Fi; ,8.8,PG-13,2h 28min
The Matrix,1999-03-31,Action; Sci-Fi; ,8.7,R,2h 16min
The Lord of the Rings: The Fellowship of the Ring,2001-12-19,Action; Adventure; Drama; ,8.8,PG-13,2h 58min
The Dark Knight Rises,2012-07-20,Action; Adventure; ,8.4,PG-13,2h 44min
Gladiator,2000-05-05,Action; Adventure; Drama; ,8.5,R,2h 35min
Batman Begins,2005-06-15,Action; Adventure; ,8.2,PG-13,2h 20min
The Avengers,2012-05-04,Action; Adventure; Sci-Fi; ,8.0,PG-13,2h 23min
Star Wars: Episode IV - A New Hope,1977-05-25,Action; Adventure; Fantasy; ,8.6,PG,2h 1min
Star Wars: Episode V - The Empire Strikes Back,1980-06-20,Action; Adventure; Fantasy; ,8.7,PG,2h 4min
Avatar,2009-12-18,Action; Adventure; Fantasy; ,7.8,PG-13,2h 42min
Guardians of the Galaxy,2014-08-01,Action; Adventure; Comedy; ,8.0,PG-13,2h 1min
V for Vendetta,2006-03-17,Action; Drama; Sci-Fi; ,8.2,R,2h 12min
Léon: The Professional,1994-11-18,Action; Crime; Drama; ,8.5,R,1h 50min
Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,Action; Adventure; Fantasy; ,8.0,PG-13,2h 23min
Kill Bill: Vol. 1,2003-10-10,Action; Crime; Thriller; ,8.1,R,1h 51min
Terminator 2: Judgment Day,1991-07-03,Action; Sci-Fi; ,8.5,R,2h 17min
Star Wars: Episode VI - Return of the Jedi,1983-05-25,Action; Adventure; Fantasy; ,8.3,PG,2h 11min
Iron Man,2008-05-02,Action; Adventure; Sci-Fi; ,7.9,PG-13,2h 6min
Deadpool,2016-02-12,Action; Adventure; Comedy; ,8.0,R,1h 48min
Raiders of the Lost Ark,1981-06-12,Action; Adventure; ,8.4,PG,1h 55min
Mad Max: Fury Road,2015-05-15,Action; Adventure; Sci-Fi; ,8.1,R,2h
Star Wars: Episode VII - The Force Awakens,2015-12-18,Action; Adventure; Sci-Fi; ,7.9,PG-13,2h 18min
Jurassic Park,1993-06-11,Action; Adventure; Sci-Fi; ,8.1,PG-13,2h 7min
The Hunger Games,2012-03-23,Action; Adventure; Sci-Fi; ,7.2,PG-13,2h 22min
Avengers: Infinity War,2018-04-27,Action; Adventure; Sci-Fi; ,8.4,PG-13,2h 29min
The Terminator,1984-10-26,Action; Sci-Fi; ,8.0,R,1h 47min
Die Hard,1988-07-20,Action; Thriller; ,8.2,R,2h 12min
Avengers: Endgame,2019-04-26,Action; Adventure; Drama; ,8.4,PG-13,3h 1min
Iron Man 3,2013-05-03,Action; Adventure; Sci-Fi; ,7.2,PG-13,2h 10min
Thor,2011-05-06,Action; Adventure; Fantasy; ,7.0,PG-13,1h 55min
300,2007-03-09,Action; Drama; ,7.6,R,1h 57min
Captain America: The First Avenger,2011-07-22,Action; Adventure; Sci-Fi; ,6.9,PG-13,2h 4min
Avengers: Age of Ultron,2015-05-01,Action; Adventure; Sci-Fi; ,7.3,PG-13,2h 21min
Captain America: The Winter Soldier,2014-04-04,Action; Adventure; Sci-Fi; ,7.7,PG-13,2h 16min
Star Wars: Episode I - The Phantom Menace,1999-05-19,Action; Adventure; Fantasy; ,6.5,PG,2h 16min
Iron Man 2,2010-05-07,Action; Adventure; Sci-Fi; ,7.0,PG-13,2h 4min
Star Wars: Episode III - Revenge of the Sith,2005-05-19,Action; Adventure; Fantasy; ,7.5,PG-13,2h 20min
The Revenant,2016-01-08,Action; Adventure; Drama; ,8.0,R,2h 36min
Man of Steel,2013-06-14,Action; Adventure; Sci-Fi; ,7.0,PG-13,2h 23min
Blade Runner,1982-06-25,Action; Sci-Fi; Thriller; ,8.1,R,1h 57min
Indiana Jones and the Last Crusade,1989-05-24,Action; Adventure; ,8.2,PG-13,2h 7min
Spider-Man,2002-05-03,Action; Adventure; Sci-Fi; ,7.3,PG-13,2h 1min
I Am Legend,2007-12-14,Action; Adventure; Drama; ,7.2,PG-13,1h 41min
Kill Bill: Vol. 2,2004-04-16,Action; Crime; Thriller; ,8.0,R,2h 17min
X-Men: Days of Future Past,2014-05-23,Action; Adventure; Sci-Fi; ,8.0,PG-13,2h 12min
How to Train Your Dragon,2010-03-26,Animation; Action; Adventure; ,8.1,PG,1h 38min
Pirates of the Caribbean: Dead Man's Chest,2006-07-07,Action; Adventure; Fantasy; ,7.3,PG-13,2h 31min
The Incredibles,2004-11-05,Animation; Action; Adventure; ,8.0,PG,1h 55min
Captain America: Civil War,2016-05-06,Action; Adventure; Sci-Fi; ,7.8,PG-13,2h 27min
Aliens,1986-07-18,Action; Adventure; Sci-Fi; ,8.3,R,2h 17min
X-Men: First Class,2011-06-03,Action; Adventure; Sci-Fi; ,7.7,PG-13,2h 11min
District 9,2009-08-14,Action; Sci-Fi; Thriller; ,7.9,R,1h 52min
Star Wars: Episode II - Attack of the Clones,2002-05-16,Action; Adventure; Fantasy; ,6.5,PG,2h 22min
Logan,2017-03-03,Action; Drama; Sci-Fi; ,8.1,R,2h 17min
Skyfall,2012-11-09,Action; Adventure; Thriller; ,7.7,PG-13,2h 23min
Batman v Superman: Dawn of Justice,2016-03-25,Action; Adventure; Sci-Fi; ,6.4,PG-13,2h 31min
The Hunger Games: Catching Fire,2013-11-22,Action; Adventure; Mystery; ,7.5,PG-13,2h 26min
The Bourne Ultimatum,2007-08-03,Action; Mystery; Thriller; ,8.0,PG-13,1h 55min
Black Panther,2018-02-16,Action; Adventure; Sci-Fi; ,7.3,PG-13,2h 14min
Transformers,2007-07-03,Action; Adventure; Sci-Fi; ,7.0,PG-13,2h 24min
World War Z,2013-06-21,Action; Adventure; Horror; ,7.0,PG-13,1h 56min
Pirates of the Caribbean: At World's End,2007-05-25,Action; Adventure; Fantasy; ,7.1,PG-13,2h 49min
Suicide Squad,2016-08-05,Action; Adventure; Fantasy; ,6.0,PG-13,2h 3min
Edge of Tomorrow,2014-06-06,Action; Adventure; Sci-Fi; ,7.9,PG-13,1h 53min
Thor: The Dark World,2013-11-08,Action; Adventure; Fantasy; ,6.9,PG-13,1h 52min
Kingsman: The Secret Service,2015-02-13,Action; Adventure; Comedy; ,7.7,R,2h 9min
Doctor Strange,2016-11-04,Action; Adventure; Fantasy; ,7.5,PG-13,1h 55min
Sherlock Holmes,2009-12-25,Action; Adventure; Mystery; ,7.6,PG-13,2h 8min
Star Trek,2009-05-08,Action; Adventure; Sci-Fi; ,7.9,PG-13,2h 7min
Casino Royale,2006-11-17,Action; Adventure; Thriller; ,8.0,PG-13,2h 24min
Jurassic World,2015-06-12,Action; Adventure; Sci-Fi; ,7.0,PG-13,2h 4min
X-Men,2000-07-14,Action; Adventure; Sci-Fi; ,7.4,PG-13,1h 44min
Thor: Ragnarok,2017-11-03,Action; Adventure; Comedy; ,7.9,PG-13,2h 10min
Taken,2009-01-30,Action; Thriller; ,7.8,PG-13,1h 30min
Ant-Man,2015-07-17,Action; Adventure; Comedy; ,7.3,PG-13,1h 57min
The Amazing Spider-Man,2012-07-03,Action; Adventure; Sci-Fi; ,6.9,PG-13,2h 16min
Guardians of the Galaxy Vol. 2,2017-05-05,Action; Adventure; Comedy; ,7.6,PG-13,2h 16min
Star Wars: Episode VIII - The Last Jedi,2017-12-15,Action; Adventure; Fantasy; ,7.0,PG-13,2h 32min
Rogue One: A Star Wars Story,2016-12-16,Action; Adventure; Sci-Fi; ,7.8,PG-13,2h 13min
Wonder Woman,2017-06-02,Action; Adventure; Fantasy; ,7.4,PG-13,2h 21min
Spider-Man 2,2004-06-30,Action; Adventure; Sci-Fi; ,7.3,PG-13,2h 7min
Looper,2012-09-28,Action; Drama; Sci-Fi; ,7.4,R,1h 53min
Dunkirk,2017-07-21,Action; Drama; History; ,7.9,PG-13,1h 46min
"Lock, Stock and Two Smoking Barrels",1998-08-28,Action; Comedy; Crime; ,8.2,R,1h 47min
Independence Day,1996-07-03,Action; Adventure; Sci-Fi; ,7.0,PG-13,2h 25min
Kick-Ass,2010-04-16,Action; Comedy; Crime; ,7.6,R,1h 57min
John Wick,2014-10-24,Action; Crime; Thriller; ,7.4,R,1h 41min
Men in Black,1997-07-02,Action; Adventure; Comedy; ,7.3,PG-13,1h 38min
The Matrix Reloaded,2003-05-15,Action; Sci-Fi; ,7.2,R,2h 18min
X2: X-Men United,2003-05-02,Action; Sci-Fi; Thriller; ,7.4,PG-13,2h 14min
21 Jump Street,2012-03-16,Action; Comedy; Crime; ,7.2,R,1h 49min
Oldboy,2003-11-21,Action; Drama; Mystery; ,8.4,R,1h 41min
The Bourne Identity,2002-06-14,Action; Mystery; Thriller; ,7.9,PG-13,1h 59min
Minority Report,2002-06-21,Action; Crime; Mystery; ,7.6,PG-13,2h 25min
Harry Potter and the Order of the Phoenix,2007-07-11,Action; Adventure; ,7.5,PG-13,2h 18min
Spider-Man: Homecoming,2017-07-07,Action; Adventure; Sci-Fi; ,7.4,PG-13,2h 13min
Rise of the Planet of the Apes,2011-08-05,Action; Drama; Sci-Fi; ,7.6,PG-13,1h 45min
"I, Robot",2004-07-16,Action; Drama; Sci-Fi; ,7.1,PG-13,1h 55min
Watchmen,2009-03-06,Action; Drama; Mystery; ,7.6,R,2h 42min
The Lord of the Rings: The Return of the King,2003-12-17,Adventure; Drama; Fantasy; ,8.9,PG-13,3h 21min
The Lord of the Rings: The Two Towers,2002-12-18,Adventure; Drama; Fantasy; ,8.7,PG-13,2h 59min
Interstellar,2014-11-07,Adventure; Drama; Sci-Fi; ,8.6,PG-13,2h 49min
Inglourious Basterds,2009-08-21,Adventure; Drama; War; ,8.3,R,2h 33min
Back to the Future,1985-07-03,Adventure; Comedy; Sci-Fi; ,8.5,PG,1h 56min
WALL·E,2008-06-27,Animation; Adventure; ,8.4,G,1h 38min
Finding Nemo,2003-05-30,Animation; Adventure; Comedy; ,8.1,G,1h 40min
The Lion King,1994-06-24,Animation; Adventure; Drama; ,8.5,G,1h 28min
Up,2009-05-29,Animation; Adventure; Comedy; ,8.2,PG,1h 36min
Toy Story,1995-11-22,Animation; Adventure; Comedy; ,8.3,G,1h 21min
"Monsters, Inc.",2001-11-02,Animation; Adventure; Comedy; ,8.0,G,1h 32min
The Hobbit: An Unexpected Journey,2012-12-14,Adventure; Fantasy; ,7.8,PG-13,2h 49min
Harry Potter and the Deathly Hallows: Part 2,2011-07-15,Adventure; Drama; Fantasy; ,8.1,PG-13,2h 10min
Toy Story 3,2010-06-18,Animation; Adventure; Comedy; ,8.3,G,1h 43min
The Martian,2015-10-02,Adventure; Drama; Sci-Fi; ,8.0,PG-13,2h 24min
The Grand Budapest Hotel,2014-03-28,Adventure; Comedy; Crime; ,8.1,R,1h 39min
Ratatouille,2007-06-29,Animation; Adventure; Comedy; ,8.0,G,1h 51min
Harry Potter and the Sorcerer's Stone,2001-11-16,Adventure; Fantasy; ,7.6,PG,2h 32min
Spirited Away,2003-03-28,Animation; Adventure; ,8.6,PG,2h 5min
Shrek,2001-05-18,Animation; Adventure; Comedy; ,7.8,PG,1h 30min
The Hobbit: The Desolation of Smaug,2013-12-13,Adventure; Fantasy; ,7.8,PG-13,2h 41min
Inside Out,2015-06-19,Animation; Adventure; Comedy; ,8.1,PG,1h 35min
2001: A Space Odyssey,1968-05-12,Adventure; Sci-Fi; ,8.3,G,2h 29min
Life of Pi,2012-11-21,Adventure; Drama; Fantasy; ,7.9,PG,2h 7min
Prometheus,2012-06-08,Adventure; Mystery; Sci-Fi; ,7.0,R,2h 4min
Frozen,2013-11-27,Animation; Adventure; Comedy; ,7.4,PG,1h 42min
Into the Wild,2007-10-19,Adventure; Biography; Drama; ,8.1,R,2h 28min
Jaws,1975-06-20,Adventure; Thriller; ,8.0,PG,2h 4min
Harry Potter and the Chamber of Secrets,2002-11-15,Adventure; Fantasy; ,7.4,PG,2h 41min
Harry Potter and the Prisoner of Azkaban,2004-06-04,Adventure; Fantasy; ,7.9,PG,2h 22min
Harry Potter and the Goblet of Fire,2005-11-18,Adventure; Fantasy; ,7.7,PG-13,2h 37min
Toy Story 2,1999-11-24,Animation; Adventure; Comedy; ,7.9,G,1h 32min
Despicable Me,2010-07-09,Animation; Comedy; ,7.6,PG,1h 35min
Ice Age,2002-03-15,Animation; Adventure; Comedy; ,7.5,PG,1h 21min
Zootopia,2016-03-04,Animation; Adventure; Comedy; ,8.0,PG,1h 48min
Beauty and the Beast,1991-11-22,Animation; Fantasy; ,8.0,G,1h 24min
Shrek 2,2004-05-19,Animation; Adventure; Comedy; ,7.2,PG,1h 33min
Kung Fu Panda,2008-06-06,Animation; Action; Adventure; ,7.5,PG,1h 32min
Big Hero 6,2014-11-07,Animation; Action; Adventure; ,7.8,PG,1h 42min
Tangled,2010-11-24,Animation; Adventure; Comedy; ,7.7,PG,1h 40min
Wreck-It Ralph,2012-11-02,Animation; Adventure; Comedy; ,7.7,PG,1h 41min
Brave,2012-06-22,Animation; Adventure; Comedy; ,7.1,PG,1h 33min
Despicable Me 2,2013-07-03,Animation; Adventure; Comedy; ,7.3,PG,1h 38min
Aladdin,1992-11-25,Animation; Adventure; Comedy; ,8.0,G,1h 30min
Madagascar,2005-05-27,Animation; Adventure; Comedy; ,6.9,PG,1h 26min
Cars,2006-06-09,Animation; Comedy; ,7.1,G,1h 57min
Coco,2017-11-22,Animation; Adventure; ,8.4,PG,1h 45min
Princess Mononoke,1997-12-19,Animation; Adventure; Fantasy; ,8.4,PG-13,2h 14min
Spider-Man: Into the Spider-Verse,2018-12-14,Animation; Action; Adventure; ,8.4,PG,1h 57min
The Lego Movie,2014-02-07,Animation; Action; Adventure; ,7.7,PG,1h 40min
Howl's Moving Castle,2005-06-17,Animation; Adventure; ,8.2,PG,1h 59min
Monsters University,2013-06-21,Animation; Adventure; Comedy; ,7.3,G,1h 44min
The Simpsons Movie,2007-07-27,Animation; Adventure; Comedy; ,7.3,PG-13,1h 27min
How to Train Your Dragon 2,2014-06-13,Animation; Action; Adventure; ,7.8,PG,1h 42min
The Nightmare Before Christmas,1993-10-29,Animation; Fantasy; ,8.0,PG,1h 16min
My Neighbor Totoro,1990-07-13,Animation; Fantasy; ,8.2,G,1h 26min
Shrek the Third,2007-05-18,Animation; Adventure; Comedy; ,6.1,PG,1h 33min
A Bug's Life,1998-11-25,Animation; Adventure; Comedy; ,7.2,G,1h 35min
Moana,2016-11-23,Animation; Adventure; Comedy; ,7.6,PG,1h 47min
Ice Age: The Meltdown,2006-03-31,Animation; Adventure; Comedy; ,6.8,PG,1h 31min
Kung Fu Panda 2,2011-05-26,Animation; Action; Adventure; ,7.2,PG,1h 30min
Mulan,1998-06-19,Animation; Adventure; ,7.6,G,1h 28min
Incredibles 2,2018-06-15,Animation; Action; Adventure; ,7.6,PG,1h 58min
Corpse Bride,2005-09-23,Animation; Drama; ,7.3,PG,1h 17min
Finding Dory,2016-06-17,Animation; Adventure; Comedy; ,7.3,PG,1h 37min
The Little Mermaid,1989-11-17,Animation; Fantasy; ,7.6,G,1h 23min
Rango,2011-03-04,Animation; Adventure; Comedy; ,7.2,PG,1h 47min
Grave of the Fireflies,1989-07-26,Animation; Drama; War; ,8.5,Not Rated,1h 29min
Megamind,2010-11-05,Animation; Action; Comedy; ,7.2,PG,1h 35min
Ice Age: Dawn of the Dinosaurs,2009-07-01,Animation; Adventure; Comedy; ,6.9,PG,1h 34min
Hotel Transylvania,2012-09-28,Animation; Comedy; ,7.1,PG,1h 31min
The Adventures of Tintin,2011-12-21,Animation; Action; Adventure; ,7.3,PG,1h 47min
